"","X","Item","Participant","ID","Filename","DeletionMorph","DeviantPronun","Accentuation","Annotator","Order","WordDur","SyllNum","SegNum","ConsonantDur","PrecSeg","PrecSegVC","PrecSegDur","FollSeg","FollSegVC","FollSegDur","PrePauseDur","PostPauseDur","SentenceDur","GlottalStop","GlottalStopDur","LocSpeech","AffixDur","BaseDuration","FirstSyllDur","WordDurWithoutGlottalStop","AffixDurWithoutGlottalStop","Affix","WordFormFrequencyBNC","WordFormFrequencyAllCOCA","WordFormFrequencySpokenCOCA","Base","WordLemmaFrequencyBNC","BaseLemmaFrequencyBNC","SyllPhon","AffixStress","BaseInitialStress","SemanticTransparency","TypeOfRoot","Rating","TimeRating","TotalTime","Age","Sex","L1","Bilingual","Grow_Up_Region","Languages","Latin","Profession_Studies","University","Knowledge_English_Ling","Phonetics","Phonology","Morphology","Semantics","AccentuationCondition","Experiment","logWordFormFreq","logBaseLemmaFreq","logWordLemmaFreq","RelFreq","logRelFreq","Root","BaseFinalStress","SuffixAdjSuffix","LastSyllDur","InCorpus","Consonant","Orthography","median","TypeOfBase","Environment2","syllabicity","Environment","Environment4","TypeOfL","ConsonantDurMS","PrePause","PostPause","GlobalSpeechRate","WordFreqCategorical"
"650",6218,"hollowly","participant_9B_Experiment_2",5019,"participant_9_B_102.TextGrid","N","N","Accented","Simon",102,0.576880250512904,3,6,0.0626995072199152,"@","V",0.108851607356591,"i","V",0.156710668394342,0.276829931972789,0.344645826584602,16.848,"NoGlottalStop",0,10.4007720747337,0.219410175614257,0.357470074898647,0.207551429314895,0.576880250512904,0.219410175614257,"ly",30,80,NA,"hollow",30,1259,3,"unstressed",NA,"transparent","word",1,883.15,1000.88,18,"male","British English","no","Southend. Colchester","None","no","Computer Science Year 1","Anglia Ruskin University","no","no","no","no","no","accented","Experiment_2",3.40119738166216,7.13807303404435,3.40119738166216,0.0238284352660842,-3.73687565238219,"hollow","unstressed","none",0.219410175614257,"no","l","l",1,"word","V#l","no","#l","V#l-none","approximant",62.6995072199152,"Pause","Pause",0.356125356125356,"MidFreq"
"651",6219,"hollowly","participant_2B_Experiment_2",2187,"participant_2_B_243.TextGrid","N","N","Accented","Sonia",243,0.525208636161017,3,6,0.0851460840746556,"o","V",0.11231236388945,"i","V",0.119037734752021,0,0.0400735507878367,4.70399999999972,"NoGlottalStop",0,11.4240314931922,0.204183818826676,0.321024817334341,0.178399844268192,0.525208636161017,0.204183818826676,"ly",30,80,NA,"hollow",30,1259,3,"unstressed",NA,"transparent","word",1,651.89,768.76,20,"female","British English","no","England","Japanese. basic.  French. basic","no","English Language and Linguistics. 2nd year","Anglia Ruskin","2 years","Yes","Yes","Yes","Yes","unaccented","Experiment_2",3.40119738166216,7.13807303404435,3.40119738166216,0.0238284352660842,-3.73687565238219,"hollow","unstressed","none",0.204183818826676,"no","l","l",1,"word","V#l","no","#l","V#l-none","approximant",85.1460840746556,"No Pause","Pause",2.3384353741498,"MidFreq"
"673",6241,"hopefully","participant_6A_Experiment_2",3645,"participant_6_A_239.TextGrid","N","N","Accented","Simon",239,0.468414134618216,2,6,0.0368154294684908,"f","C",0.100335461364033,"i","V",0.0660764496274697,0,0.0263026670985855,6.60400000000027,"NoGlottalStop",0,12.809177940137,0.102891879095961,0.365522255522256,0.265186794158223,0.468414134618216,0.102891879095961,"ly",1863,7815,3894,"hopeful",1863,816,3,"unstressed",NA,"transparent","word",1,629.12,784.73,20,"male","British English","no","Birmingham. UK","Japanese - medium proficient. Dutch - basic. German - medium proficient","no","Abnormal and Clinical Psychology - Year 2","Anglia Ruskin University","no","no","no","no","no","unaccented","Experiment_2",7.52994337060159,6.70441435496411,7.52994337060159,2.28308823529412,0.825529015637481,"hopeful","unstressed","ful",0.203227340459993,"yes","l","ll",1,"word","Vl#l","yes","syll. l#l","syllabic Vl#l-ful","approximant",36.8154294684908,"No Pause","Pause",1.66565717746813,"HighFreq"
"674",6242,"hopefully","participant_12B_Experiment_2",1225,"participant_12_B_56.TextGrid","N","N","Accented","Sonia",56,0.576054421768708,3,7,0.0656685787569977,"@","V",0.0195645424258746,"i","V",0.149942568927883,0.223097505668934,0.222981859410431,3.92399999999998,"NoGlottalStop",0,12.1516296646197,0.215611147684881,0.360443274083827,0.246032249937012,0.576054421768708,0.215611147684881,"ly",1863,7815,3894,"hopeful",1863,816,3,"unstressed",NA,"transparent","word",1,770.28,931.2,20,"male","British English","no","Coventry. West Midlands. England.","Japanese - Basic (<N5).","no","English Language and English Language Teaching - Year 2","Anglia Ruskin University","Yes - 1 Year. still in progress.","Yes.","Yes.","Yes.","Yes.","accented","Experiment_2",7.52994337060159,6.70441435496411,7.52994337060159,2.28308823529412,0.825529015637481,"hopeful","unstressed","ful",0.215611147684881,"yes","l","ll",1,"word","Vl#l","no","l#l","Vl#l-ful","approximant",65.6685787569977,"Pause","Pause",1.52905198776759,"HighFreq"
"675",6243,"hopefully","participant_9B_Experiment_2",5222,"participant_9_B_95.TextGrid","N","N","Accented","Simon",95,0.509637188208617,3,7,0.0361293395911337,"@","V",0.0385949612403103,"i","V",0.12491761148904,0.187968685887053,0.280173847316704,8.56799999999998,"NoGlottalStop",0,13.7352614015573,0.161046951080174,0.348590237128443,0.177325207860922,0.509637188208617,0.161046951080174,"ly",1863,7815,3894,"hopeful",1863,816,3,"unstressed",NA,"transparent","word",1,883.15,1000.88,18,"male","British English","no","Southend. Colchester","None","no","Computer Science Year 1","Anglia Ruskin University","no","no","no","no","no","unaccented","Experiment_2",7.52994337060159,6.70441435496411,7.52994337060159,2.28308823529412,0.825529015637481,"hopeful","unstressed","ful",0.161046951080174,"yes","l","ll",1,"word","Vl#l","no","l#l","Vl#l-ful","approximant",36.1293395911337,"Pause","Pause",1.28384687208217,"HighFreq"
"676",6244,"hopefully","participant_7A_Experiment_2",4090,"participant_7_A_270.TextGrid","N","N","Unaccented","Mandy",270,0.337160736456063,2,5,0.0300080237223095,"f","C",0.118034013605442,"I","V",0.0425366364181694,0,0,3.0548288232967,"NoGlottalStop",0,14.8297220268161,0.0725446601404789,0.264616076315584,0.146582062710141,0.337160736456063,0.0725446601404789,"ly",1863,7815,3894,"hopeful",1863,816,3,"unstressed",NA,"transparent","word",1,622.76,704.26,23,"male","British English","no","Oxford. England","None","no","Life Sciences. Year 3","Anglia Ruskin University","no","no","no","no","no","unaccented","Experiment_2",7.52994337060159,6.70441435496411,7.52994337060159,2.28308823529412,0.825529015637481,"hopeful","unstressed","ful",0.190578673745921,"yes","l","ll",1,"word","Vl#l","yes","syll. l#l","syllabic Vl#l-ful","approximant",30.0080237223095,"No Pause","No Pause",3.60085642642623,"HighFreq"
"677",6245,"hopefully","participant_5A_Experiment_2",3229,"participant_5_A_232.TextGrid","N","N","Unaccented","Mandy",232,0.572185702351116,2,5,0.0551104876898525,"f","C",0.199608095985647,"i","V",0.11959150079785,0.0541009456414145,0.0375760267069789,5.32799999999997,"NoGlottalStop",0,8.73842177365663,0.174701988487703,0.397483713863413,0.197875617877766,0.572185702351116,0.174701988487703,"ly",1863,7815,3894,"hopeful",1863,816,3,"unstressed",NA,"transparent","word",1,731.92,833.23,27,"male","British English","no","Taunton. Somerset. UK (South West)","None","no","Psychological and Behavioural Sciences (1st Year)","University of Cambridge","no","no","no","no","no","unaccented","Experiment_2",7.52994337060159,6.70441435496411,7.52994337060159,2.28308823529412,0.825529015637481,"hopeful","unstressed","ful",0.37431008447335,"yes","l","ll",1,"word","Vl#l","yes","syll. l#l","syllabic Vl#l-ful","approximant",55.1104876898525,"Pause","Pause",2.06456456456458,"HighFreq"
"678",6246,"hopefully","participant_1A_Experiment_2",1488,"participant_1_A_131.TextGrid","N","N","Accented","Viktoria",131,0.56558019367076,2,6,0.0694034121585139,"f","C",0.0946603174603173,"i","V",0.108763027750783,0,0.0592343537414965,5.75600000000009,"NoGlottalStop",0,10.6085751713801,0.178166439909297,0.387413753761463,0.292753436301146,0.56558019367076,0.178166439909297,"ly",1863,7815,3894,"hopeful",1863,816,3,"unstressed",NA,"transparent","word",1,698.32,820.71,25,"female","British English","no","England","Mandarin. basic ","no","MA Dramatherapy year 2","Anglia Ruskin","no","no","no","no","no","unaccented","Experiment_2",7.52994337060159,6.70441435496411,7.52994337060159,2.28308823529412,0.825529015637481,"hopeful","unstressed","ful",0.272826757369614,"yes","l","ll",1,"word","Vl#l","yes","syll. l#l","syllabic Vl#l-ful","approximant",69.4034121585139,"No Pause","Pause",1.91104933981929,"HighFreq"
"679",6247,"hopefully","participant_4A_Experiment_2",2866,"participant_4_A_316.TextGrid","N","N","Unaccented","Mandy",316,0.476584882842026,2,5,0.0479581086943051,"v","C",0.121131210059781,"i","V",0.126003273838506,0,0.022607709750567,3.57123709490929,"NoGlottalStop",0,10.491310530421,0.173961382532811,0.302623500309215,0.181492290249433,0.476584882842026,0.173961382532811,"ly",1863,7815,3894,"hopeful",1863,816,3,"unstressed",NA,"transparent","word",3,871.8,996.91,19,"female","British English","no","Wells-next-the-sea. Norfolk. UK","None","no","2nd Year Meida Studies","Anglia Ruskin University ","no","no","no","no","no","unaccented","Experiment_2",7.52994337060159,6.70441435496411,7.52994337060159,2.28308823529412,0.825529015637481,"hopeful","unstressed","ful",0.295092592592592,"yes","l","ll",1,"word","Vl#l","yes","syll. l#l","syllabic Vl#l-ful","approximant",47.9581086943051,"No Pause","Pause",3.08016513820385,"HighFreq"
"680",6248,"hopefully","participant_5B_Experiment_2",3431,"participant_5_B_237.TextGrid","N","N","Accented","Simon",237,0.610862622826909,3,7,0.0385270774976658,"@","V",0.0338752705383227,"i","V",0.102260015117158,0,0.169092592592593,3.16399999999976,"NoGlottalStop",0,11.4592049642944,0.140787092614824,0.470075530212085,0.345013679384798,0.610862622826909,0.140787092614824,"ly",1863,7815,3894,"hopeful",1863,816,3,"unstressed",NA,"transparent","word",1,868.83,1043.44,20,"male","British English","no","Leeds","None","I know a few words and phrases. I have never studied it","English Language and English Language Teaching. 2nd year","Anglia Ruskin University","Yes. 1 year","Yes","Yes","Yes","Yes","accented","Experiment_2",7.52994337060159,6.70441435496411,7.52994337060159,2.28308823529412,0.825529015637481,"hopeful","unstressed","ful",0.140787092614824,"yes","l","ll",1,"word","Vl#l","no","l#l","Vl#l-ful","approximant",38.5270774976658,"No Pause","Pause",1.89633375474098,"HighFreq"
"681",6249,"hopefully","participant_6B_Experiment_2",3934,"participant_6_B_36.TextGrid","N","N","Accented","Viktoria",36,0.636110301263363,3,7,0.0631154934881639,"@","V",0.0456612156446887,"i","V",0.111652277197974,0,0.385436526135334,6.596,"NoGlottalStop",0,11.0043808221585,0.174767770686138,0.461342530577225,0.290712967220847,0.636110301263363,0.174767770686138,"ly",1863,7815,3894,"hopeful",1863,816,3,"unstressed",NA,"transparent","word",1,680.66,792.64,33,"male","British English","no","England. South East","None","no","Fine Art. Second Year","Anglia Ruskin","no","no","no","no","no","accented","Experiment_2",7.52994337060159,6.70441435496411,7.52994337060159,2.28308823529412,0.825529015637481,"hopeful","unstressed","ful",0.174767770686138,"yes","l","ll",1,"word","Vl#l","no","l#l","Vl#l-ful","approximant",63.1154934881639,"No Pause","Pause",0.909642207398423,"HighFreq"
"682",6250,"hopefully","participant_8A_Experiment_2",4416,"participant_8_A_135.TextGrid","N","N","Accented","Viktoria",135,0.452475928567982,3,6,0.0394703459386001,"@","V",0.0401131168900846,"i","V",0.0751247901758103,0,0.0300427010631092,5.03599999999994,"NoGlottalStop",0,13.2603739142303,0.11459513611441,0.337880792453572,0.19826383680487,0.452475928567982,0.11459513611441,"ly",1863,7815,3894,"hopeful",1863,816,3,"unstressed",NA,"transparent","word",1,834.92,1022.03,21,"male","British English","no","London. then Oxfordshire","French (proficient). Arabic (proficient). Farsi (medium proficient)","Yes. I studied Latin for 8 years. proficient.","Middle Eastern Studies. 4th year","University of Cambridge","no","I went to a few lectures on phonetics in my first year of university.","The above lecture also covered phonology.","no","no","unaccented","Experiment_2",7.52994337060159,6.70441435496411,7.52994337060159,2.28308823529412,0.825529015637481,"hopeful","unstressed","ful",0.11459513611441,"yes","l","ll",1,"word","Vl#l","no","l#l","Vl#l-ful","approximant",39.4703459386001,"No Pause","Pause",2.18427323272441,"HighFreq"
"683",6251,"hopefully","participant_10B_Experiment_2",216,"participant_10_B_107.TextGrid","N","N","Accented","Sonia",107,0.468915343915344,2,6,0.0388288854003136,"f","C",0.117343437545827,"i","V",0.0931451634784972,0,0,5.51199999999994,"NoGlottalStop",0,12.7954866008463,0.131974048878811,0.336941295036533,0.219597857490706,0.468915343915344,0.131974048878811,"ly",1863,7815,3894,"hopeful",1863,816,3,"unstressed",NA,"transparent","word",1,627.46,777.21,19,"female","British English","no","North-West London","German (proficient). French (proficient). Spanish (basic/medium proficient)","no","MML (French and German)- Second Year","University of Cambridge","no","no","no","no","no","unaccented","Experiment_2",7.52994337060159,6.70441435496411,7.52994337060159,2.28308823529412,0.825529015637481,"hopeful","unstressed","ful",0.249317486424637,"yes","l","ll",1,"word","Vl#l","yes","syll. l#l","syllabic Vl#l-ful","approximant",38.8288854003136,"No Pause","No Pause",1.99564586357041,"HighFreq"
"684",6252,"hopefully","participant_13A_Experiment_2",1456,"participant_13_A_90.TextGrid","N","N","Accented","Viktoria",90,0.501821339873818,2,5,0.0383043919322112,"@","V",0.0318339587667182,"i","V",0.101971277399849,0,0.0298631568569454,5.71600000000001,"NoGlottalStop",0,9.96370541208399,0.14027566933206,0.361545670541758,0.205583366548287,0.501821339873818,0.14027566933206,"ly",1863,7815,3894,"hopeful",1863,816,3,"unstressed",NA,"transparent","word",1,752.18,872.99,19,"male","British English","no","South Devon","French proficient and Spanish medium proficient","no","Linguistics 1st year","University of Cambridge","Yes. for around 4 weeks","Yes","Yes","no","no","unaccented","Experiment_2",7.52994337060159,6.70441435496411,7.52994337060159,2.28308823529412,0.825529015637481,"hopeful","unstressed","ful",0.14027566933206,"yes","l","ll",1,"word","Vl#l","no","l#l","Vl#l-ful","approximant",38.3043919322112,"No Pause","Pause",1.92442267319804,"HighFreq"
"685",6253,"hopefully","participant_2B_Experiment_2",2258,"participant_2_B_37.TextGrid","N","N","Accented","Sonia",37,0.46317837502455,2,5,0.02171770462571,"f","C",0.107925948157041,"i","V",0.0950681763933643,0,0.0323273169482845,4.46799999999999,"NoGlottalStop",0,10.7949772044841,0.116785881019074,0.346392494005476,0.238466545848435,0.46317837502455,0.116785881019074,"ly",1863,7815,3894,"hopeful",1863,816,3,"unstressed",NA,"transparent","word",1,651.89,768.76,20,"female","British English","no","England","Japanese. basic.  French. basic","no","English Language and Linguistics. 2nd year","Anglia Ruskin","2 years","Yes","Yes","Yes","Yes","unaccented","Experiment_2",7.52994337060159,6.70441435496411,7.52994337060159,2.28308823529412,0.825529015637481,"hopeful","unstressed","ful",0.224711829176115,"yes","l","ll",1,"word","Vl#l","yes","syll. l#l","syllabic Vl#l-ful","approximant",21.71770462571,"No Pause","Pause",2.46195165622203,"HighFreq"
"686",6254,"hopefully","participant_10A_Experiment_2",200,"participant_10_A_82.TextGrid","N","N","Accented","Viktoria",82,0.647355277594909,3,7,0.0531163056239041,"@","V",0.0137176648437154,"i","V",0.183839098760072,0,0.261773242630385,5.87999999999988,"NoGlottalStop",0,10.8132276699849,0.236955404383976,0.410399873210933,0.277257684711602,0.647355277594909,0.236955404383976,"ly",1863,7815,3894,"hopeful",1863,816,3,"unstressed",NA,"transparent","word",1,690.83,785.84,25,"female","British English","no","Surrey. England","None","no","English Language & Linguistics - Second Year","Anglia Ruskin University","Yes - one year","Yes","Yes","Yes","Yes","accented","Experiment_2",7.52994337060159,6.70441435496411,7.52994337060159,2.28308823529412,0.825529015637481,"hopeful","unstressed","ful",0.236955404383976,"yes","l","ll",1,"word","Vl#l","no","l#l","Vl#l-ful","approximant",53.1163056239041,"No Pause","Pause",1.02040816326533,"HighFreq"
"687",6255,"hopefully","participant_1B_Experiment_2",1746,"participant_1_B_200.TextGrid","N","N","Unaccented","Viktoria",200,0.658336923658352,3,7,0.0474866173666812,"@","V",0.0654464262211241,"i","V",0.132664399092971,0,0.0489872780944205,12.752,"NoGlottalStop",0,10.6328534044563,0.180151016459652,0.4781859071987,0.318466116501245,0.658336923658352,0.180151016459652,"ly",1863,7815,3894,"hopeful",1863,816,3,"unstressed",NA,"transparent","word",1,652.27,805.45,21,"female","British English","no","Cambridge (0-3). Bristol (3-5). Felixstowe (5-7). Bradford (7-16). Abingdon (16 onwards)","Basic French","no","3rd year Materials Science","Cambridge","no","no","no","no","no","accented","Experiment_2",7.52994337060159,6.70441435496411,7.52994337060159,2.28308823529412,0.825529015637481,"hopeful","unstressed","ful",0.180151016459652,"yes","l","ll",1,"word","Vl#l","no","l#l","Vl#l-ful","approximant",47.4866173666812,"No Pause","Pause",0.470514429109159,"HighFreq"
"688",6256,"hopefully","participant_4B_Experiment_2",2953,"participant_4_B_145.TextGrid","N","N","Unaccented","Mandy",145,0.867816326530612,3,6,0.0753221926451739,"@","V",0.0409282053863791,"i","V",0.230004535147392,0,0.357165532879818,3.05199999999991,"NoGlottalStop",0,6.91390541589258,0.305326727792566,0.562489598738046,0.281231155088298,0.867816326530612,0.305326727792566,"ly",1863,7815,3894,"hopeful",1863,816,3,"unstressed",NA,"transparent","word",1,508.88,607.82,19,"female","British English","no","North London","Basic French","Some - I studied it for GCSE","Natural Sciences (Biological). 2nd year","University of Cambridge","no","no","no","no","no","accented","Experiment_2",7.52994337060159,6.70441435496411,7.52994337060159,2.28308823529412,0.825529015637481,"hopeful","unstressed","ful",0.305326727792566,"yes","l","ll",1,"word","Vl#l","no","l#l","Vl#l-ful","approximant",75.3221926451739,"No Pause","Pause",1.96592398427267,"HighFreq"
"689",6257,"hopefully","participant_9A_Experiment_2",4810,"participant_9_A_101.TextGrid","N","N","Unknown","Mandy",101,0.6529694268512,3,6,0.0386067512288126,"@","V",0.0410544904830619,"i","V",0.177109733344815,0,0.17427664399093,4.048,"NoGlottalStop",0,9.18879162372681,0.215716484573627,0.437252942277573,0.273083453414206,0.6529694268512,0.215716484573627,"ly",1863,7815,3894,"hopeful",1863,816,3,"unstressed",NA,"transparent","word",2,677.58,776.81,20,"female","British English ","no","Maidenhead. Berksire. Uk","None ","no","English Langaueg and Linguistics - Year 2","Anglia Ruskin ","Yes two years ","Yes ","Yes","Yes","Yes","accented","Experiment_2",7.52994337060159,6.70441435496411,7.52994337060159,2.28308823529412,0.825529015637481,"hopeful","unstressed","ful",0.215716484573627,"yes","l","ll",1,"word","Vl#l","no","l#l","Vl#l-ful","approximant",38.6067512288126,"No Pause","Pause",1.48221343873518,"HighFreq"
"690",6258,"hopefully","participant_12A_Experiment_2",849,"participant_12_A_118.TextGrid","N","N","Accented","Viktoria",118,0.475072100990468,3,7,0.038034870513862,"@","V",0.032129657418523,"i","V",0.0832418941602615,0,0.0333441151869418,5.10799999999995,"NoGlottalStop",0,14.7346055165223,0.121276764674124,0.353795336316345,0.262711268932467,0.475072100990468,0.121276764674124,"ly",1863,7815,3894,"hopeful",1863,816,3,"unstressed",NA,"transparent","word",2,972.92,1298.44,31,"male","British English","no","Cambridge. UK","Japanese (basic/functional). French (GCSE). German (GCSE)","Yes. I did Latin GCSE. (That was for three years at secondary school.)","I studied Pure Mathematics.","I studied at Warwick.","Yes. I did a CELTA English-teaching qualification. which has a large component on phonetics. etc. I continue to build on that as I teach EFL.","no","no","no","no","unaccented","Experiment_2",7.52994337060159,6.70441435496411,7.52994337060159,2.28308823529412,0.825529015637481,"hopeful","unstressed","ful",0.121276764674124,"yes","l","ll",1,"word","Vl#l","no","l#l","Vl#l-ful","approximant",38.034870513862,"No Pause","Pause",2.15348472983557,"HighFreq"
"691",6259,"hopefully","participant_8B_Experiment_2",4614,"participant_8_B_119.TextGrid","N","N","Unaccented","Mandy",119,0.636106235827664,3,6,0.0413215353774357,"@","V",0.0439291084854996,"i","V",0.186021435144106,0,0.0746038404175988,5.67200000000003,"NoGlottalStop",0,9.43238670218844,0.227342970521542,0.408763265306122,0.212328282117445,0.636106235827664,0.227342970521542,"ly",1863,7815,3894,"hopeful",1863,816,3,"unstressed",NA,"transparent","word",1,731.43,938.66,31,"female","British English","no","Cambridge UK","Basic Japanese","no","English Language and English Language Teaching. Year 2","Anglia Ruskin University Cambridge","Year 1 at ARU","Years 1 and 2 ARU","Years 1 and 2 ARU","Year 1 ARU","Year 1 ARU","accented","Experiment_2",7.52994337060159,6.70441435496411,7.52994337060159,2.28308823529412,0.825529015637481,"hopeful","unstressed","ful",0.227342970521542,"yes","l","ll",1,"word","Vl#l","no","l#l","Vl#l-ful","approximant",41.3215353774357,"No Pause","Pause",1.05782792665726,"HighFreq"
"692",6260,"hopefully","participant_2A_Experiment_2",1950,"participant_2_A_192.TextGrid","N","N","Accented","Sonia",192,0.674599783456926,3,7,0.0500161050157351,"@","V",0.0467975388808723,"i","V",0.143692952681418,0,0,3.63599999999997,"NoGlottalStop",0,10.3765227497245,0.193709057697153,0.480890725759773,0.332951469857351,0.674599783456926,0.193709057697153,"ly",1863,7815,3894,"hopeful",1863,816,3,"unstressed",NA,"transparent","word",1,751.58,838.84,21,"male","British English","no","Nantwich. Cheshire","None","no","Foundation Gaming Technology BS/c 1st Year","Anglia Ruskin University","Yes 1 Year","no","no","no","no","accented","Experiment_2",7.52994337060159,6.70441435496411,7.52994337060159,2.28308823529412,0.825529015637481,"hopeful","unstressed","ful",0.193709057697153,"yes","l","ll",1,"word","Vl#l","no","l#l","Vl#l-ful","approximant",50.0161050157351,"No Pause","No Pause",1.65016501650166,"HighFreq"
"693",6261,"hopefully","participant_3A_Experiment_2",2396,"participant_3_A_234.TextGrid","N","N","Accented","Viktoria",234,0.499006616345168,3,7,0.0424950914087088,"@","V",0.0213754036968319,"i","V",0.0950622438956912,0,0.0570172150186306,5.30800000000022,"NoGlottalStop",0,14.0278701137662,0.1375573353044,0.361449281040768,0.239961758422294,0.499006616345168,0.1375573353044,"ly",1863,7815,3894,"hopeful",1863,816,3,"unstressed",NA,"transparent","word",1,847.3,962.52,20,"female","British English","no","Kent. England","Portuguese (basic)","no","Second year. Psychological and Behavioural Sciences","University of Cambridge","no","no","no","no","no","unaccented","Experiment_2",7.52994337060159,6.70441435496411,7.52994337060159,2.28308823529412,0.825529015637481,"hopeful","unstressed","ful",0.1375573353044,"yes","l","ll",1,"word","Vl#l","no","l#l","Vl#l-ful","approximant",42.4950914087088,"No Pause","Pause",2.07234363225312,"HighFreq"
"714",6282,"hostilely","participant_9B_Experiment_2",5113,"participant_9_B_238.TextGrid","N","N","Accented","Viktoria",238,0.691305950571721,3,7,0.0927646568902745,"eI","V",0.204295568446456,"i","V",0.0814517545829787,0.301957908163264,0.346259950788825,20.576,"NoGlottalStop",0,10.1257626875783,0.174216411473253,0.517089539098468,0.264540405232824,0.691305950571721,0.174216411473253,"ly",11,13,5,"hostile",11,1615,3,"unstressed",NA,"transparent","word",1,883.15,1000.88,18,"male","British English","no","Southend. Colchester","None","no","Computer Science Year 1","Anglia Ruskin University","no","no","no","no","no","accented","Experiment_2",2.39789527279837,7.38709023565676,2.39789527279837,0.00681114551083591,-4.98919496285839,"hostile","unstressed","none",0.174216411473253,"no","l","lely",1,"word","Vl#l","no","l#l","Vl#l-none","approximant",92.7646568902745,"Pause","Pause",0.291601866251944,"MidFreq"
"715",6283,"hostilely","participant_6A_Experiment_2",3557,"participant_6_A_103.TextGrid","N","N","Unaccented","Mandy",103,0.889857466796242,3,7,0.103655053940769,"A","V",0.205829909886032,"i","V",0.232194255479969,0.378985772253763,0.201614386495339,7.06399999999996,"NoGlottalStop",0,7.86642834520694,0.335849309420738,0.554008157375504,0.295702137998056,0.889857466796242,0.335849309420738,"ly",11,13,5,"hostile",11,1615,3,"unstressed",NA,"transparent","word",1,629.12,784.73,20,"male","British English","no","Birmingham. UK","Japanese - medium proficient. Dutch - basic. German - medium proficient","no","Abnormal and Clinical Psychology - Year 2","Anglia Ruskin University","no","no","no","no","no","accented","Experiment_2",2.39789527279837,7.38709023565676,2.39789527279837,0.00681114551083591,-4.98919496285839,"hostile","unstressed","none",0.335849309420738,"no","l","lely",1,"word","Vl#l","no","l#l","Vl#l-none","approximant",103.655053940769,"Pause","Pause",0.849377123442813,"MidFreq"
"716",6284,"hostilely","participant_2A_Experiment_2",2063,"participant_2_A_63.TextGrid","N","N","Unaccented","Mandy",63,0.660856490744445,3,7,0.0383417737465361,"A","V",0.164703352769678,"i","V",0.0845096371882086,0,0.0511222690134261,13.496,"NoGlottalStop",0,10.592314818781,0.122851410934745,0.5380050798097,0.32043875327909,0.660856490744445,0.122851410934745,"ly",11,13,5,"hostile",11,1615,3,"unstressed",NA,"transparent","word",1,751.58,838.84,21,"male","British English","no","Nantwich. Cheshire","None","no","Foundation Gaming Technology BS/c 1st Year","Anglia Ruskin University","Yes 1 Year","no","no","no","no","unaccented","Experiment_2",2.39789527279837,7.38709023565676,2.39789527279837,0.00681114551083591,-4.98919496285839,"hostile","unstressed","none",0.122851410934745,"no","l","lely",1,"word","Vl#l","no","l#l","Vl#l-none","approximant",38.3417737465361,"No Pause","Pause",0.815056312981624,"MidFreq"
"717",6285,"hostilely","participant_6B_Experiment_2",3807,"participant_6_B_157.TextGrid","N","N","Accented","Mandy",157,0.685510541518194,3,7,0.0493431594860159,"A","V",0.2258716167318,"i","V",0.0845680812007341,0,0.0287579541942673,8.02800000000002,"NoGlottalStop",0,10.2113674058128,0.13391124068675,0.551599300831444,0.280722505668934,0.685510541518194,0.13391124068675,"ly",11,13,5,"hostile",11,1615,3,"unstressed",NA,"transparent","word",1,680.66,792.64,33,"male","British English","no","England. South East","None","no","Fine Art. Second Year","Anglia Ruskin","no","no","no","no","no","unaccented","Experiment_2",2.39789527279837,7.38709023565676,2.39789527279837,0.00681114551083591,-4.98919496285839,"hostile","unstressed","none",0.13391124068675,"no","l","lely",1,"word","Vl#l","no","l#l","Vl#l-none","approximant",49.3431594860159,"No Pause","Pause",1.37020428500249,"MidFreq"
"718",6286,"hostilely","participant_7A_Experiment_2",4037,"participant_7_A_194.TextGrid","N","N","Unaccented","Sonia",194,0.516092936599266,3,7,0.0508969286399097,"eI","V",0.136285011438718,"i","V",0.0546856603604011,0,0.0430863739435168,3.93600000000004,"NoGlottalStop",0,13.5634485643723,0.105582589000311,0.410510347598955,0.230559291106436,0.516092936599266,0.105582589000311,"ly",11,13,5,"hostile",11,1615,3,"unstressed",NA,"transparent","word",1,622.76,704.26,23,"male","British English","no","Oxford. England","None","no","Life Sciences. Year 3","Anglia Ruskin University","no","no","no","no","no","accented","Experiment_2",2.39789527279837,7.38709023565676,2.39789527279837,0.00681114551083591,-4.98919496285839,"hostile","unstressed","none",0.105582589000311,"no","l","lely",1,"word","Vl#l","no","l#l","Vl#l-none","approximant",50.8969286399097,"No Pause","Pause",1.52439024390242,"MidFreq"
